nr,company,location_hq,region,usstate,country,continent,laid_off,date_layoffs,percentage,company_size_before_layoffs,company_size_after_layoffs,industry,stage,money_raised_in__mil,year,latitude,longitude
543,Syte,Tel Aviv,,,Israel,Asia,13.0,05.07.22,8,163.0,150.0,Retail,Series C,71,2022,"32,0852997","34,7818064"
544,Thimble,New York City,,New York,USA,North America,20.0,05.07.22,33,61.0,41.0,Finance,Series A,28,2022,"40,7127281","-74,0060152"
545,Transmit Security,Boston,,Massachusetts,USA,North America,27.0,05.07.22,7,386.0,359.0,Security,Series A,583,2022,"42,3554334","-71,060511"
546,Verbit,New York City,,New York,USA,North America,80.0,05.07.22,10,800.0,720.0,Data,Series E,569,2022,"40,7127281","-74,0060152"
547,Anodot,Tel Aviv,,,Israel,Asia,35.0,06.07.22,27,130.0,95.0,Data,Series C,64,2022,"32,0852997","34,7818064"
548,Remote,San Francisco,San Francisco Bay Area,California,USA,North America,100.0,06.07.22,9,1111.0,1011.0,HR,Series C,496,2022,"37,7792588","-122,4193286"
549,SQream,New York City,,New York,USA,North America,30.0,06.07.22,18,167.0,137.0,Data,Series B,77,2022,"40,7127281","-74,0060152"
550,Argo AI,Pittsburgh,,Pennsylvania,USA,North America,150.0,07.07.22,5,3000.0,2850.0,Transportation,Unknown,,2022,"40,4416941","-79,9900861"
551,Emotive,Los Angeles,,California,USA,North America,30.0,07.07.22,18,167.0,137.0,Marketing,Series B,78,2022,"34,0536909","-118,242766"
552,Next Insurance,Palo Alto,San Francisco Bay Area,California,USA,North America,150.0,07.07.22,17,882.0,732.0,Finance,Series E,881,2022,"37,4443293","-122,1598465"
553,Butler Hospitality,New York City,,New York,USA,North America,1000.0,08.07.22,100,1000.0,,Food,Series B,50,2022,"40,7127281","-74,0060152"
554,Calibrate,New York City,,New York,USA,North America,156.0,08.07.22,24,650.0,494.0,Healthcare,Series B,127,2022,"40,7127281","-74,0060152"
555,Hopin,London,,,UK,Europe,242.0,11.07.22,29,834.0,592.0,Other,Series D,1000,2022,"51,4893335","-0,144055085"
556,SundaySky,New York City,,New York,USA,North America,24.0,11.07.22,13,185.0,161.0,Marketing,Series D,74,2022,"40,7127281","-74,0060152"
557,Gopuff,Philadelphia,,Pennsylvania,USA,North America,1500.0,12.07.22,10,15000.0,13500.0,Food,Series H,3400,2022,"39,9527237","-75,1635262"
558,Hubilo,San Francisco,San Francisco Bay Area,California,USA,North America,45.0,12.07.22,12,375.0,330.0,Marketing,Series B,153,2022,"37,7792588","-122,4193286"
559,Arrival,London,,,UK,Europe,480.0,13.07.22,30,2080.0,1600.0,Transportation,Post-IPO,629,2022,"51,4893335","-0,144055085"
560,Bryter,Berlin,,Berlin,Germany,Europe,100.0,13.07.22,30,333.0,233.0,Product,Series B,89,2022,"52,5170365","13,3888599"
561,ChowNow,Los Angeles,,California,USA,North America,100.0,13.07.22,20,500.0,400.0,Food,Series C,64,2022,"34,0536909","-118,242766"
562,Fabric,New York City,,New York,USA,North America,120.0,13.07.22,40,300.0,180.0,Logistics,Series C,336,2022,"40,7127281","-74,0060152"
563,Involves,Florianopolis,,,Brazil,South America,70.0,13.07.22,18,389.0,319.0,Retail,Unknown,23,2022,"-27,5973002","-48,5496098"
564,Tonal,San Francisco,San Francisco Bay Area,California,USA,North America,262.0,13.07.22,35,749.0,487.0,Fitness,Series E,450,2022,"37,7792588","-122,4193286"
565,Wave,Dakar,,,Senegal,Africa,300.0,13.07.22,15,2000.0,1700.0,Finance,Series A,292,2022,"14,693425","-17,447938"
566,Kiavi,San Francisco,San Francisco Bay Area,California,USA,North America,39.0,14.07.22,7,557.0,518.0,Real Estate,Series E,240,2022,"37,7792588","-122,4193286"
567,The Mom Project,Chicago,,Illinois,USA,North America,54.0,14.07.22,15,360.0,306.0,HR,Series C,115,2022,"41,8755616","-87,6244212"
568,Unstoppable Do.,San Francisco,San Francisco Bay Area,California,USA,North America,42.0,14.07.22,25,168.0,126.0,Crypto,Series B,7,2022,"37,7792588","-122,4193286"
569,Zego,London,,,UK,Europe,85.0,14.07.22,17,500.0,415.0,Finance,Series C,202,2022,"51,4893335","-0,144055085"
570,Bright Money,Bengaluru,,,India,Asia,100.0,15.07.22,50,200.0,100.0,Finance,Series A,31,2022,"12,98815675","77,62260004"
571,Heroes,London,,,UK,Europe,24.0,15.07.22,20,120.0,96.0,Retail,Unknown,265,2022,"51,4893335","-0,144055085"
572,Project44,Chicago,,Illinois,USA,North America,63.0,15.07.22,5,1260.0,1197.0,Logistics,Unknown,817,2022,"41,8755616","-87,6244212"
573,Gemini,New York City,,New York,USA,North America,68.0,18.07.22,7,971.0,903.0,Crypto,Unknown,423,2022,"40,7127281","-74,0060152"
574,Lusha,New York City,,New York,USA,North America,30.0,18.07.22,10,300.0,270.0,Marketing,Series B,245,2022,"40,7127281","-74,0060152"
575,Olive AI,Columbus,,Ohio,USA,North America,450.0,19.07.22,31,1452.0,1002.0,Healthcare,Series H,856,2022,"39,9622601","-83,0007065"
576,Flyhomes,Seattle,,Washington,USA,North America,200.0,20.07.22,20,1000.0,800.0,Real Estate,Series C,310,2022,"47,6038321","-122,330062"
577,Forma.ai,Toronto,,,Canada,North America,15.0,20.07.22,9,167.0,152.0,Sales,Series B,58,2022,"43,6534817","-79,3839347"
578,Introhive,Ferdericton,,,Canada,North America,57.0,20.07.22,16,356.0,299.0,Sales,Series C,125,2022,"45,964993","-66,646332"
579,Lyft,San Francisco,San Francisco Bay Area,California,USA,North America,60.0,20.07.22,2,3000.0,2940.0,Transportation,Post-IPO,4900,2022,"37,7792588","-122,4193286"
580,Zencity,Tel Aviv,,,Israel,Asia,30.0,20.07.22,20,150.0,120.0,Other,Unknown,51,2022,"32,0852997","34,7818064"
581,Blockchain.com,London,,,UK,Europe,150.0,21.07.22,25,600.0,450.0,Crypto,Series D,490,2022,"51,4893335","-0,144055085"
582,Lunchbox,New York City,,New York,USA,North America,60.0,21.07.22,33,182.0,122.0,Food,Series B,72,2022,"40,7127281","-74,0060152"
583,Rad Power Bikes,Seattle,,Washington,USA,North America,63.0,21.07.22,10,630.0,567.0,Transportation,Series D,329,2022,"47,6038321","-122,330062"
584,RealSelf,Seattle,,Washington,USA,North America,11.0,21.07.22,5,220.0,209.0,Healthcare,Series B,42,2022,"47,6038321","-122,330062"
585,WHOOP,Boston,,Massachusetts,USA,North America,95.0,21.07.22,15,633.0,538.0,Fitness,Series F,404,2022,"42,3554334","-71,060511"
586,Clarify Health,San Francisco,San Francisco Bay Area,California,USA,North America,15.0,22.07.22,5,300.0,285.0,Healthcare,Series D,328,2022,"37,7792588","-122,4193286"
587,Eucalyptus,Sydney,,,Australia,Oceana,50.0,22.07.22,20,250.0,200.0,Healthcare,Series C,69,2022,"-33,8698439","151,2082848"
588,Quanto,Sao Paulo,,,Brazil,South America,28.0,22.07.22,22,127.0,99.0,Finance,Series A,15,2022,"-23,5506507","-46,6333824"
589,Soluto,Tel Aviv,,,Israel,Asia,120.0,24.07.22,100,120.0,,Support,Acquired,18,2022,"32,0852997","34,7818064"
590,Pear Therapeutics,Boston,,Massachusetts,USA,North America,25.0,25.07.22,9,278.0,253.0,Healthcare,Post-IPO,409,2022,"42,3554334","-71,060511"
591,Dover,San Jose,San Francisco Bay Area,California,USA,North America,23.0,26.07.22,30,77.0,54.0,HR,Series A,22,2022,"37,3361663","-121,890591"
592,Fiverr,Tel Aviv,,,Israel,Asia,60.0,26.07.22,8,750.0,690.0,Other,Post-IPO,111,2022,"32,0852997","34,7818064"
593,Immutable,Sydney,,,Australia,Oceana,20.0,26.07.22,6,333.0,313.0,Crypto,Series C,279,2022,"-33,8698439","151,2082848"
594,InDebted,Sydney,,,Australia,Oceana,40.0,26.07.22,17,235.0,195.0,Finance,Series B,41,2022,"-33,8698439","151,2082848"
595,Outbrain,New York City,,New York,USA,North America,38.0,26.07.22,3,1267.0,1229.0,Marketing,Post-IPO,394,2022,"40,7127281","-74,0060152"
596,Shopify,Ottawa,,,Canada,North America,1000.0,26.07.22,10,10000.0,9000.0,Retail,Post-IPO,122,2022,"45,4208777","-75,6901106"
597,Coinsquare,Toronto,,,Canada,North America,30.0,27.07.22,24,125.0,95.0,Crypto,Unknown,98,2022,"43,6534817","-79,3839347"
598,Rivian,Detroit,,Michigan,USA,North America,840.0,27.07.22,6,14000.0,13160.0,Transportation,Post-IPO,10700,2022,"42,3315509","-83,0466403"
599,Skai,Tel Aviv,,,Israel,Asia,30.0,27.07.22,4,750.0,720.0,Marketing,Series E,60,2022,"32,0852997","34,7818064"
600,Vox Media,Washington DC,,District of Columbia,USA,North America,39.0,27.07.22,2,1950.0,1911.0,Media,Series F,307,2022,"38,8950368","-77,0365427"
601,Career Karma,San Francisco,San Francisco Bay Area,California,USA,North America,60.0,28.07.22,33,182.0,122.0,Education,Series B,51,2022,"37,7792588","-122,4193286"
602,Metromile,San Francisco,San Francisco Bay Area,California,USA,North America,60.0,28.07.22,20,300.0,240.0,Finance,Acquired,510,2022,"37,7792588","-122,4193286"
603,Clearco,Toronto,,,Canada,North America,125.0,29.07.22,25,500.0,375.0,Finance,Series C,681,2022,"43,6534817","-79,3839347"
604,Quantcast,San Francisco,San Francisco Bay Area,California,USA,North America,40.0,29.07.22,6,667.0,627.0,Marketing,Series C,65,2022,"37,7792588","-122,4193286"
605,Metigy,Sydney,,,Australia,Oceana,75.0,31.07.22,100,75.0,,Marketing,Series B,18,2022,"-33,8698439","151,2082848"
606,Vee,Tel Aviv,,,Israel,Asia,16.0,31.07.22,32,50.0,34.0,HR,Seed,15,2022,"32,0852997","34,7818064"
607,Hash,Sao Paulo,,,Brazil,South America,58.0,01.08.22,50,116.0,58.0,Finance,Series C,58,2022,"-23,5506507","-46,6333824"
608,Glossier,New York City,,New York,USA,North America,19.0,02.08.22,8,238.0,219.0,Retail,Series E,266,2022,"40,7127281","-74,0060152"
609,Latch,New York City,,New York,USA,North America,115.0,02.08.22,37,311.0,196.0,Security,Post-IPO,342,2022,"40,7127281","-74,0060152"
610,Nylas,San Francisco,San Francisco Bay Area,California,USA,North America,80.0,02.08.22,25,320.0,240.0,Product,Series C,175,2022,"37,7792588","-122,4193286"
611,Outreach,Seattle,,Washington,USA,North America,60.0,02.08.22,5,1200.0,1140.0,Sales,Series G,489,2022,"47,6038321","-122,330062"
612,Robinhood,Menlo Park,San Francisco Bay Area,California,USA,North America,713.0,02.08.22,23,3100.0,2387.0,Finance,Post-IPO,5600,2022,"37,4519671","-122,177992"
613,Sendy,Nairobi,,,Kenya,Africa,54.0,02.08.22,20,270.0,216.0,Logistics,Series B,26,2022,"-1,2832533","36,8172449"
614,Sendy,Nairobi,,,Kenya,Africa,30.0,02.08.22,10,300.0,270.0,Logistics,Series B,26,2022,"-1,2832533","36,8172449"
615,Stedi,Boulder,,Colorado,USA,North America,23.0,02.08.22,30,77.0,54.0,Product,Series B,75,2022,"40,0149856","-105,270545"
616,Beyond Meat,Los Angeles,,California,USA,North America,40.0,03.08.22,4,1000.0,960.0,Food,Post-IPO,122,2022,"34,0536909","-118,242766"
617,Unbounce,Vancouver,,,Canada,North America,47.0,03.08.22,20,235.0,188.0,Marketing,Series A,39,2022,"49,2608724","-123,113952"
618,10X Genomics,Pleasanton,San Francisco Bay Area,California,USA,North America,100.0,04.08.22,8,1250.0,1150.0,Healthcare,Post-IPO,242,2022,"37,6624312","-121,8746789"
619,Doma,Huntington Beach,,California,USA,North America,250.0,04.08.22,13,1923.0,1673.0,Finance,Post-IPO,679,2022,"33,6783336","-118,000016"
620,Jam City,Los Angeles,,California,USA,North America,200.0,04.08.22,17,1176.0,976.0,Consumer,Unknown,652,2022,"34,0536909","-118,242766"
621,LEAD,Mumbai,,,India,Asia,80.0,04.08.22,4,2000.0,1920.0,Education,Series E,166,2022,"19,0785451","72,878176"
622,On Deck,San Francisco,San Francisco Bay Area,California,USA,North America,73.0,04.08.22,33,221.0,148.0,Education,Series A,20,2022,"37,7792588","-122,4193286"
623,RenoRun,Montreal,,,Canada,North America,70.0,04.08.22,12,583.0,513.0,Construction,Series B,163,2022,"45,5031824","-73,5698065"
624,iRobot,Boston,,Massachusetts,USA,North America,140.0,05.08.22,10,1400.0,1260.0,Consumer,Acquired,30,2022,"42,3554334","-71,060511"
625,Mejuri,Toronto,,,Canada,North America,50.0,05.08.22,10,500.0,450.0,Retail,Series B,28,2022,"43,6534817","-79,3839347"
626,Uberflip,Toronto,,,Canada,North America,31.0,05.08.22,17,182.0,151.0,Marketing,Series A,42,2022,"43,6534817","-79,3839347"
627,Groupon,Chicago,,Illinois,USA,North America,500.0,08.08.22,15,3333.0,2833.0,Retail,Post-IPO,,2022,"41,8755616","-87,6244212"
628,Loggi,Sao Paulo,,,Brazil,South America,500.0,08.08.22,15,3333.0,2833.0,Logistics,Series F,507,2022,"-23,5506507","-46,6333824"
629,Perion,Tel Aviv,,,Israel,Asia,20.0,08.08.22,5,400.0,380.0,Marketing,Post-IPO,76,2022,"32,0852997","34,7818064"
630,GoHealth,Chicago,,Illinois,USA,North America,800.0,09.08.22,20,4000.0,3200.0,Healthcare,Post-IPO,75,2022,"41,8755616","-87,6244212"
631,Hootsuite,Vancouver,,,Canada,North America,400.0,09.08.22,30,1333.0,933.0,Marketing,Series C,300,2022,"49,2608724","-123,113952"
632,Linktree,Melbourne,,,Australia,Oceana,50.0,09.08.22,17,294.0,244.0,Consumer,Unknown,165,2022,"-37,8142454","144,9631732"
633,MadeiraMadeira,Curitiba,,,Brazil,South America,60.0,09.08.22,3,2000.0,1940.0,Retail,Series E,338,2022,"-25,4295963","-49,2712724"
634,Nutanix,San Jose,San Francisco Bay Area,California,USA,North America,270.0,09.08.22,4,6750.0,6480.0,Infrastructure,Post-IPO,1100,2022,"37,3361663","-121,890591"
635,Quanterix,Boston,,Massachusetts,USA,North America,130.0,09.08.22,25,520.0,390.0,Healthcare,Post-IPO,533,2022,"42,3554334","-71,060511"
636,Shogun,Walnut,San Francisco Bay Area,California,USA,North America,48.0,09.08.22,30,160.0,112.0,Retail,Series C,114,2022,"	37,910076","-122,065186"
637,Permutive,London,,,UK,Europe,30.0,10.08.22,12,250.0,220.0,Marketing,Series C,105,2022,"51,4893335","-0,144055085"
638,Trybe,Sao Paulo,,,Brazil,South America,47.0,10.08.22,10,470.0,423.0,Education,Series B,40,2022,"-23,5506507","-46,6333824"
639,Calm,San Francisco,San Francisco Bay Area,California,USA,North America,90.0,11.08.22,20,450.0,360.0,Healthcare,Series C,218,2022,"37,7792588","-122,4193286"
640,FourKites,Chicago,,Illinois,USA,North America,60.0,11.08.22,8,750.0,690.0,Logistics,Series D,201,2022,"41,8755616","-87,6244212"
641,Marketforce,Nairobi,,,Kenya,Africa,54.0,11.08.22,9,600.0,546.0,Retail,Series A,42,2022,"-1,2832533","36,8172449"
642,Truepill,Hayward,San Francisco Bay Area,California,USA,North America,175.0,11.08.22,33,530.0,355.0,Healthcare,Series D,255,2022,"37,6688205","-122,080796"
643,Peloton,New York City,,New York,USA,North America,784.0,12.08.22,13,6031.0,5247.0,Fitness,Post-IPO,1900,2022,"40,7127281","-74,0060152"
644,Blend,San Francisco,San Francisco Bay Area,California,USA,North America,220.0,15.08.22,12,1833.0,1613.0,Finance,Post-IPO,665,2022,"37,7792588","-122,4193286"
645,ContraFect,New York City,,New York,USA,North America,16.0,15.08.22,37,43.0,27.0,Healthcare,Post-IPO,380,2022,"40,7127281","-74,0060152"
646,Sema4,Stamford,,Connecticut,USA,North America,250.0,15.08.22,13,1923.0,1673.0,Healthcare,Post-IPO,791,2022,"41,0534302","-73,5387341"
647,AlayaCare,Montreal,,,Canada,North America,80.0,16.08.22,14,571.0,491.0,Healthcare,Series D,293,2022,"45,5031824","-73,5698065"
648,Pliops,Tel Aviv,,,Israel,Asia,12.0,16.08.22,9,133.0,121.0,Data,Series D,205,2022,"32,0852997","34,7818064"
649,Woven,Indianapolis,,Indiana,USA,North America,5.0,16.08.22,15,33.0,28.0,HR,Series A,11,2022,"39,7683331","-86,1583502"
650,Malwarebytes,Santa Clara,San Francisco Bay Area,California,USA,North America,125.0,17.08.22,14,893.0,768.0,Security,Series B,80,2022,"37,354107","-121,955238"
651,New Relic,San Francisco,San Francisco Bay Area,California,USA,North America,110.0,18.08.22,5,2200.0,2090.0,Infrastructure,Post-IPO,214,2022,"37,7792588","-122,4193286"
652,Wheel,Austin,,Texas,USA,North America,35.0,18.08.22,17,206.0,171.0,Healthcare,Series C,215,2022,"30,2711286","-97,7436995"
653,Wayfair,Boston,,Massachusetts,USA,North America,870.0,19.08.22,5,17400.0,16530.0,Retail,Post-IPO,,2022,"42,3554334","-71,060511"
654,Amperity,Seattle,,Washington,USA,North America,13.0,20.08.22,3,433.0,420.0,Marketing,Series D,187,2022,"47,6038321","-122,330062"
655,NSO,Tel Aviv,,,Israel,Asia,100.0,21.08.22,14,714.0,614.0,Security,Seed,1,2022,"32,0852997","34,7818064"
656,Tufin,Boston,,Massachusetts,USA,North America,55.0,21.08.22,10,550.0,495.0,Security,Acquired,21,2022,"42,3554334","-71,060511"
657,DataRobot,Boston,,Massachusetts,USA,North America,242.0,23.08.22,26,930.0,688.0,Data,Series G,1000,2022,"42,3554334","-71,060511"
658,Packable,New York City,,New York,USA,North America,138.0,23.08.22,20,690.0,552.0,Retail,Unknown,472,2022,"40,7127281","-74,0060152"
659,Plato,San Francisco,San Francisco Bay Area,California,USA,North America,29.0,23.08.22,50,58.0,29.0,HR,Seed,3,2022,"37,7792588","-122,4193286"
660,Q4,Toronto,,,Canada,North America,50.0,23.08.22,8,625.0,575.0,Other,Series C,91,2022,"43,6534817","-79,3839347"
661,Skedulo,San Francisco,San Francisco Bay Area,California,USA,North America,31.0,23.08.22,8,388.0,357.0,HR,Series C,114,2022,"37,7792588","-122,4193286"
662,Tier Mobility,Berlin,,Berlin,Germany,Europe,180.0,23.08.22,16,1125.0,945.0,Transportation,Series D,646,2022,"52,5170365","13,3888599"
663,Loop,Austin,,Texas,USA,North America,15.0,24.08.22,20,75.0,60.0,Finance,Series A,24,2022,"30,2711286","-97,7436995"
664,Reali,San Mateo,San Francisco Bay Area,California,USA,North America,140.0,24.08.22,100,140.0,,Real Estate,Series B,117,2022,"37,496904","-122,3330573"
665,Argyle,New York City,,New York,USA,North America,20.0,26.08.22,7,286.0,266.0,Finance,Series B,78,2022,"40,7127281","-74,0060152"
666,54gene,Washington DC,,District of Columbia,USA,North America,95.0,29.08.22,30,317.0,222.0,Healthcare,Series B,44,2022,"38,8950368","-77,0365427"
667,Immersive Labs,Bristol,,,UK,Europe,38.0,30.08.22,10,380.0,342.0,Security,Series C,123,2022,"51,4538022","-2,5972985"
668,Apartment List,San Francisco,San Francisco Bay Area,California,USA,North America,29.0,31.08.22,10,290.0,261.0,Real Estate,Series D,169,2022,"37,7792588","-122,4193286"
669,GoodRx,Los Angeles,,California,USA,North America,140.0,31.08.22,16,875.0,735.0,Healthcare,Post-IPO,910,2022,"34,0536909","-118,242766"
670,Hippo Insurance,Palo Alto,San Francisco Bay Area,California,USA,North America,70.0,31.08.22,10,700.0,630.0,Finance,Post-IPO,1300,2022,"37,4443293","-122,1598465"
671,Smava,Berlin,,Berlin,Germany,Europe,100.0,31.08.22,10,1000.0,900.0,Finance,Unknown,188,2022,"52,5170365","13,3888599"
672,Snap,Los Angeles,,California,USA,North America,1280.0,31.08.22,20,6400.0,5120.0,Consumer,Post-IPO,4900,2022,"34,0536909","-118,242766"
673,TCR2,Boston,,Massachusetts,USA,North America,30.0,31.08.22,20,150.0,120.0,Healthcare,Post-IPO,173,2022,"42,3554334","-71,060511"
674,2TM,Sao Paulo,,,Brazil,South America,100.0,01.09.22,15,667.0,567.0,Crypto,Unknown,250,2022,"-23,5506507","-46,6333824"
675,Innovaccer,San Francisco,San Francisco Bay Area,California,USA,North America,90.0,01.09.22,8,1125.0,1035.0,Healthcare,Series E,379,2022,"37,7792588","-122,4193286"
676,Urban Sports Club,Berlin,,Berlin,Germany,Europe,55.0,01.09.22,15,367.0,312.0,Fitness,Unknown,95,2022,"52,5170365","13,3888599"
677,Kuda,Lagos,,,Nigeria,Africa,23.0,02.09.22,5,460.0,437.0,Finance,Series B,91,2022,"6,4550575","3,3941795"
678,Brave Care,Portland,,Oregon,USA,North America,40.0,06.09.22,33,121.0,81.0,Healthcare,Series B,42,2022,"45,5202471","-122,674194"
679,Lawgeex,Tel Aviv,,,Israel,Asia,30.0,06.09.22,33,91.0,61.0,Legal,Series C,41,2022,"32,0852997","34,7818064"
680,Demandbase,San Francisco,San Francisco Bay Area,California,USA,North America,27.0,07.09.22,3,900.0,873.0,Sales,Series H,143,2022,"37,7792588","-122,4193286"
681,Intercom,San Francisco,San Francisco Bay Area,California,USA,North America,49.0,07.09.22,5,980.0,931.0,Support,Series D,240,2022,"37,7792588","-122,4193286"
682,Pendo,Raleigh,,North Carolina,USA,North America,45.0,07.09.22,5,900.0,855.0,Product,Series F,469,2022,"35,7803977","-78,6390989"
683,Simple Feast,Copenhagen,,,Denmark,Europe,150.0,07.09.22,100,150.0,,Food,Unknown,173,2022,"55,6867243","12,5700724"
684,Pomelo Fashion,Bangkok,,,Thailand,Asia,55.0,08.09.22,8,688.0,633.0,Retail,Unknown,120,2022,"13,7524938","100,4935089"
685,Compete,Tel Aviv,,,Israel,Asia,11.0,12.09.22,28,39.0,28.0,HR,Series A,17,2022,"32,0852997","34,7818064"
686,Checkout.com,London,,,UK,Europe,100.0,13.09.22,5,2000.0,1900.0,Finance,Series D,1800,2022,"51,4893335","-0,144055085"
687,Patreon,San Francisco,San Francisco Bay Area,California,USA,North America,80.0,13.09.22,17,471.0,391.0,Media,Series F,413,2022,"37,7792588","-122,4193286"
688,Rubius,Boston,,Massachusetts,USA,North America,160.0,13.09.22,75,213.0,53.0,Healthcare,Post-IPO,445,2022,"42,3554334","-71,060511"
689,Taboola,New York City,,New York,USA,North America,100.0,13.09.22,6,1667.0,1567.0,Marketing,Post-IPO,445,2022,"40,7127281","-74,0060152"
690,Infarm,Berlin,,Berlin,Germany,Europe,50.0,14.09.22,5,1000.0,950.0,Other,Series D,604,2022,"52,5170365","13,3888599"
